courseId,id,title,titleDescription,owner,ownerDescription,videoLength,students
A11,5e7883d29c4b140023a79c51,顧客分類大師：Python x RFM 會員經營新觀點,"☛ 不知如何分析顧客的購買紀錄嗎？

☛ 如何區分新顧客、常貴客、沉睡客、流失客？

☛ 您了解不同群別的客戶樣貌嗎？

☛ 如何分配顧客行銷資源？如何精準推薦產品？

☛ 不同群別的客戶能為企業帶來多少獲利？",行銷資料科學,"臺灣行銷研究有限公司（TMR）所創建的【行銷資料科學團隊】

曾出版國內第一本的行銷資料科學書籍。經歷中華電信AI專案課程服務、資策會AI專案合作與課程服務、外貿協會國際企業人才培訓中心行銷資料科學課程服務。

曾主持參與金融業、化工業、醫療業、網路廣告業、彩妝業、出版業、高教產業、文教產業等資料科學案
同時創建全台第一個的【行銷資料科學】粉絲專頁、Line@、FB社團與Medium ",23332,176
A12,5e3d127f5b02f600245861d9,Python 0 到 1 基礎商業數據分析實戰,"📈 坐擁資料寶山？卻不知道如何分析？
📈 學習 Python 的過程乏味無趣？
📈 也不曉得如何應用在實務上？

☛ 教您行銷預算的最佳分配方法！
☛ 找到顧客到底在討論什麼！",行銷資料科學,"臺灣行銷研究有限公司（TMR）所創建的【行銷資料科學團隊】

曾出版國內第一本的行銷資料科學書籍。經歷中華電信AI專案課程服務、資策會AI專案合作與課程服務、外貿協會國際企業人才培訓中心行銷資料科學課程服務。

曾主持參與金融業、化工業、醫療業、網路廣告業、彩妝業、出版業、高教產業、文教產業等資料科學案
同時創建全台第一個的【行銷資料科學】粉絲專頁、Line@、FB社團與Medium ",27221,461
A13,5e34cc8550c9ee0024df5297,資料變決策！從零上手 Tableau 大數據視覺化,本門課程，主要介紹全球熱門的大數據分析工具 Tableau！ 結合資料探索和視覺化之優點，透過簡易的方式完成視覺化程序，讓使用者可以更隨心所欲的製作圖表，目標是讓學員可以了解工具的用法，並實際搭配案例進行各類實作練習。本課程規劃以中文步驟式教學Tableau 工具操作，詳細解析 Tableau 的各類實務操作過程，並引導親手做出專屬自己的資料視覺化成果，提升數據處理 / 數據分析 / 美學設計的能力，修習的學員除了能夠學習到工具的使用之外，也能知道做出友善資料視覺化的關鍵。,彭其捷,"大家好，我是彭其捷，我是一個資料分析師與數據專案經理，處理數據議題多年時間，至少出版了 10 本專書，其中『大數據時代必學的超吸睛視覺化工具與技術：Excel+Tableau成功晉升資料分析師』目前已經超過 15 刷，也被許多大專院校指定為指定教科書，並連續出版了數本關於數據分析的專書。

我熱愛分享，在許多機構進行過演講與教學課程，例如： kkday、中研院、工研院、資策會、台灣大學、清華大學、天地人學堂等等。致力於推廣資料應用、資料視覺化與使用者體驗設計。",27243,1017
A14,5dc4078d1eeef600214f7108,資料科學：Azure 機器學習工作室入門,想學機器學習卻不懂寫程式？Python 或 R 雖然教學課程很多，但又覺得學習門檻太高？那我推薦你選擇「Azure 機器學習工作室」當作你機器學習的第一門課！透過視覺化開發流程，讓對程式不了解的你，也可以做出超實用的預測模型。Azure  機器學習裡面所有演算法，都經過 Microsoft 資料科學研究院認證並開發，快來上這門 Azure 機器學習課程吧！,Maizie,目前任職外商資料分析師，畢業於政治大學商學院，曾經做過財務分析師與資料庫管理員(SQL Server 2008-2019)與商業分析資深工程師，有豐富的工作經驗。透過自主學習，對於Azure平台管理使用，機器學習Machine Learning Studio & Service，商業智慧Power BI，有相當經驗運並以用於工作中。曾於微軟任職專任講師，擁有微軟Azure平台與Machine Learning多張證照。也常會在許多社群團體分享。,7565,184
A15,5d4c225eae3de30020cc0f8e,資料應用：Excel VBA 爬蟲與 IE 操控入門,"此課程核心有二:
其一，用 Excel VBA 爬蟲
其二，用 Excel VBA操控 IE
這兩點重點中的重點是如何對網頁原始碼解析與應用網頁原始碼。

整個課程被設計為，我們將從實際應用的範例回推，將會用到的功能一一拆解，讓整體課程更有架構性與實用性。",SAM-LIN,"嗨，大家好，我是SAM。
擔任過研發工程師，也在好學校開過一些課程，想跟大家分享資訊，與我出社會後的在投資上的應用等等。",18966,232
A16,5d428e522fb50200206226e9,AI 行銷學：用 Python 機器學習創造商業新價值,AI 行銷學課程，教你用 Python 機器學習來創造新商業價值。課程將帶你找出消費者重視的變數，從數據中找出商業 insight，透過分析來提高營收、並節省企業成本，讓機器學習幫你開源節流。,鍾皓軒,"臺灣行銷研究有限公司（TMR）的創辦人。 

出版國內第一本的行銷資料科學書籍。經歷中華電信AI專案合作講師、資策會AI合作講師、外貿協會國際企業人才培訓中心行銷資料科學講師。曾主持參與金融業、化工業、醫療業、網路廣告業、彩妝業、出版業、高教產業、文教產業等資料科學案
同時為行銷資料科學粉絲專頁、Line@、FB社團與Medium 總管理者/主編/創辦人",40483,322
A17,5bdaafa726b5640020754649,Python 入門特訓 - 基礎實作到證照攻略,Python 證照攻略課程，教你 Python 的程式語法與 Python 證照攻略，循序漸進學習 Python 開發環境的建置。同時也將教你 TQC 和 Python 認證考試的攻略要點，由淺入深掌握 Python 證照攻略。,電腦技能基金會,"電腦技能基金會(CSF)深耕認證領域三十年，發展各項能力認證，已成為全國最大、最具公信力的認證機構，扮演銜接學校學習及職場實務應用的重要角色，同時用以協助政府與企業電子化創新應用，推廣及培育社會大眾資訊、網路及無線通訊應用能力，提升國家整體競爭力為宗旨。推動以「務實致用」為核心理念。目前國內已有500家大專校院及高中職建教合作、擁有150家授權訓練中心，服務網絡廣佈全國。

🔊更多資訊請見ＣＳＦ網站：https://www.csf.org.tw/main/index.asp",35763,4133
A18,5bc0dc7915aece001e61203f,Java 與 Kotlin 一起學 : 程式設計的起點,Kotlin 教學課程，學習 Java 和 Kotlin 程式語言，掌握 Android APP 開發語法，Java 和 Kotlin 一起學，提昇開發效率，讓物件導向設計更靈活。,Hank Tom,"我一直在程式圈打滾，程式開發到現在寫了 30 年，歷經多次的程式變革。擔任程式設計師、軟體部經理、技術顧問、總監等職。
完成數十個業界專案，包括即時聊天、企業 SIP 通訊、社群分享等 APP 應用系統。
擔任各學校課程與軟體公司、新創團隊企業內訓課程講師。
全球第 18 順位取得 Google  認證 Android 開發員認證，是綠豆湯技術部落格的發起者，發表許多 Android、Java 與 Firebase 等技術文章。",36112,1014
A19,5b0c13932ea496001e2387b9,R語言和商業分析-洞悉商業世界中的資料科學,R 語言商業分析課程，帶你暸解業界中的資料科學。從 R 語言與 tidy 架構進行資料整合與視覺化開始，並透過生活化的案例，帶你學習 A/B 測試、降維、迴歸、分類等模型，教你運用 R 語言的資料科學方法來解決不同業界的實際案例。,大維&辰禧,我們是在資料科學界打滾了六年的資料愛好者！大維目前於哈佛商學院攻讀量化行銷博士，過去曾任 Migo TV Data Lead、萬事達卡數據諮詢顧問。辰禧曾在 PayPal 擔任資料分析師，過去也曾在 Synergies Intelligent Systems 擔任資料科學家。我們協助企業利用資料科學解決複雜的商業問題，也喜歡分享知識給對資料科學有興趣的朋友。,50939,1720
A20,5a12b299152204001e1bd488,超快速 iOS 實用開發入門～學會6個APP,iOS App 開發課程，自學開發 App，學習iOS最新的 swift 程式語言，並運用介面開發工具 sketch 設計app的畫面呈現，同時兼顧 UI/UX，透過實際 App 範例扎實學會 iOS App 開發的 know-how。,plusForm,plusForm（plus + platform）是以打造程式加值教學平台為目標的團隊，同時也是公司技術教學的主要部門，樂於分享我們的學習與教學經驗。,57400,368
A21,59ae5da5cd5792070055b973,資料庫設計 - 有效的使用系統資料,資料庫設計課程，從基礎到進階學習設計資料庫，掌握 SQL 語法，透過大量的企業案例分析，教你實際將資料庫設計應用於軟體系統的開發實例。,Ryan,華碩高級工程師，Code Gym 創辦人，多年軟體開發經驗，喜歡程式語言與電腦相關技術，慢慢地發現與人分享知識的喜悅，希望能和有需要的朋友一起學習，共同成長。,29490,1528
A22,58744feda8aae907000d06c0,Python 網頁爬蟲入門實戰,Python 網頁爬蟲課程，適合已經有Python基礎，卻不知從何練習起的學生。課程將會說明如何撰寫Python網頁爬蟲，包含環境設定、涵蓋網頁解構、資料擷取與儲存，並搭配多項實戰演練，教你Python網頁爬蟲入門必備的實戰課。,Jun-Wei Lin,熱門開源程式「PTT 網路版爬蟲」及暢銷技術書籍「Python 網路爬蟲與資料分析入門實戰 」作者，現職美商軟體工程師。,15290,1254
A23,610814069871100007ab7b4f,Python 的 50+ 練習：資料科學學習手冊,學會 Python 程式設計與資料科學應用，能夠讓我們成為擅長寫程式處理數據、挖掘洞見的資料分析師，跟著我完成 50+ 練習把它學起來！,郭耀仁,我是郭耀仁，是一位資料分析師、也是資料科學的專業講師，畢業自台灣大學商學研究所，現於台大工商管理學系、台大共同教育中心與師大企業管理學系兼任講師；在台大資工系統訓練班、資策會與中華電信學院講授資料科學課程。在專業講師之前任職過電商資料分析師、軟體公司資料分析顧問、銀行儲備幹部與管顧實習生，閒暇時喜歡長跑與寫作。在 Hahow 好學校開設線上課程「Python 的 50+ 練習」、「SQL 的五十道練習」與「如何成為資料分析師」，出版書籍有「新手村逃脫！初心者的 Python 機器學習攻略」（博碩文化）、「進擊的資料科學」（碁峰資訊）與「輕鬆學習 R 語言（碁峰資訊）」，創立「數據交點」基於「慢慢變強，克服程式設計與資料分析的學習焦慮」的核心理念，提供個人服務以及企業服務。,62847,444
A24,5ef484ec96fb8b534ac9018b,入門數據分析，掌握 Hive SQL 取數能力,"提到數據分析的必備程式語言，大多數人腦中出現的關鍵字通常是 R 或 Python，大多 R/Python 的課程已經提供好分析所需要的數據了，但在真實的工作環境中，公司的數據都放在資料庫中，我們必須透過Hive語言到數據庫中把數取出來(簡稱：取數)。
然而不少剛入門的數據分析師卻卡在這裡，他們無法順利的取出需要的數據做進一步分析。
因此，在這堂課的內容會以為分析工作中常用的查詢操作為主，期望能快速應用到工作中！ ",RockData 邱國欣(Andy Chiu),數據領域資深從業者，<Rock Data>一個專注於數據話題的Blog，你在這平台上看到的所有文章都是我原創的，很榮幸在這跟你見面，enjoy!,21965,92
A25,5e689828e612310028027876,產品數據分析 - 打造網路產品的決策引擎,從擁有億級使用者的跨國企業，到成長強勁的新創團隊，都必須透過使用者資料分析，改善產品與商業決策的品質。因此，我們總結過去協助跨國企業進行數據分析的經驗，結合「假說思考」、「產品策略」與「數據分析技巧」，幫助你釐清與定義產品問題，辨認有策略意義的相關數據，並透過 A/B 測試、同類群組比較、漏斗分析、因子分析、個人化等不同類型的方法，提升產品決策品質並持續優化使用者體驗。,大維&辰禧,我們是在資料科學界打滾了六年的資料愛好者！大維目前於哈佛商學院攻讀量化行銷博士，過去曾任 Migo TV Data Lead、萬事達卡數據諮詢顧問。辰禧曾在 PayPal 擔任資料分析師，過去也曾在 Synergies Intelligent Systems 擔任資料科學家。我們協助企業利用資料科學解決複雜的商業問題，也喜歡分享知識給對資料科學有興趣的朋友。,45272,1759
A26,5b80cf78e89e08001e8bafaf,R語言和文字探勘 - 洞悉巨量文字的商業價值,R 語言文字探勘課程，課程將從文字資料的特殊性開始介紹，教你如何利用 R 語言的各項套件清理、轉換、斷詞與視覺化文字資料。還會傳授以詞彙為基礎的文字分析技巧，幫你找出大量文件中的重要詞彙，並視覺化詞彙間的關係。並教你利用文件的分析技巧，幫助你有效探索輿情。並進行情感分析。,大維&辰禧,我們是在資料科學界打滾了六年的資料愛好者！大維目前於哈佛商學院攻讀量化行銷博士，過去曾任 Migo TV Data Lead、萬事達卡數據諮詢顧問。辰禧曾在 PayPal 擔任資料分析師，過去也曾在 Synergies Intelligent Systems 擔任資料科學家。我們協助企業利用資料科學解決複雜的商業問題，也喜歡分享知識給對資料科學有興趣的朋友。,32778,487
A27,5b41f279bc0cfe001ecd4736,Excel 達人：學會所有商務應用的需求！,Excel 商務應用課程，教你掌握各式函數和 Excel 操作技巧，學習樞紐分析表和商業圖表的應用，你也能使用複雜的報表比對分析功能，大幅降低工作時間並提升工作效率。,劉冠廷,我是冠廷，曾於500大企業中擔任產品經理多年，擅長各種資料分析和簡報製作。同時，在投資領域已有超過10年以上的經驗，在某一年，聽完麥可．羅區格西的種子理論後，我許下一個對自己的願望，我希望將這些經驗傳授給有緣的您，讓您能增加各種技能，藉由這些技能，協助完成自己設定的人生成就與理想。,38557,985
A28,5aced6bad21aee001e55e63a,Power BI數據分析實戰-邏輯與資料視覺化,Power BI 數據分析課程，教你使用 Power BI 商業數據分析工具，從定義問題、分析方法，到資料報表視覺化，帶你從資料洞悉商業價值，用 Power BI 打造專屬數據儀表板，掌握大數據時代的洞見。,Dax,我是Dax，是一位非資訊背景，但依靠自學在數據分析闖出一片天的數據狂熱者。創立數據工坊，是希望讓更多想踏入數據分析領域的朋友們，避開學習途上會遇到的大大小小的坑! 讓我們一同搭上數據分析的快車，開向資料的領域吧!,34094,2087
A29,60e67da88f992a0006529dc6,Excel Power BI 購物籃分析及視覺化實戰,第一門以「Excel Power BI」結合「商品搭售分析」出發的資料視覺化課程，協助您找出各產品間的「關聯性規則」，從消費者購買機率的角度出發，將產品作不同的組合搭配，打造「產品組合推薦清單」，有效提高顧客成交率！,陳俊凱 Luke Chen,我是Luke，在Hahow開設《不寫程式的數據分析： Excel 商業分析實戰》與《Excel Power BI 購物籃分析及視覺化實戰》，擅長以常遇到的實際問題作為課程案例，以簡潔明瞭的教學風格，帶領你一步步成為Excel與Google sheets 行家。,22626,72
A30,60dd6d80638ed00aa99b5556,Excel 新手入門必修課：從 0 開始,本課程為原先入門課全新改版，是一門適合所新手入門 Excel 的必修課，從課堂例題搭配實作練習，老師將手把手帶你打好 Excel 基礎，Excel 真的一點都不難！,Tina Wu,我是Tina Wu 👩🏻 在Hahow開設《台科EMBA年年爆滿的一門 Word課》《職場必備的Excel關鍵技法》，超過9000+名學生加入課程，並於各大專院校及企業擔任數位學習講師。 我喜歡從學生角度設計教材，希望循序漸進地，帶同學一起從基礎到純熟，挖掘 Word、PowerPoint 及 Excel中的寶藏 ✨跟著教學進度一起快樂學習，從細節中成就完美吧✨,13865,1902
A31,60a75465029722874f0c1f16,Python 爬蟲入門特訓 ─ 資料抓取與處理應用,課程對象主要針對非資訊科系、或者想把程式寫作能力奠定更扎實的開發者。課程內容除了爬蟲基礎語法逐步教學外，會使用豐富的實例不斷演練，並且培養如何觀察各類型的網站，思考如何從中突破抓取所需要的資料。,電腦技能基金會,"電腦技能基金會(CSF)深耕認證領域三十年，發展各項能力認證，已成為全國最大、最具公信力的認證機構，扮演銜接學校學習及職場實務應用的重要角色，同時用以協助政府與企業電子化創新應用，推廣及培育社會大眾資訊、網路及無線通訊應用能力，提升國家整體競爭力為宗旨。推動以「務實致用」為核心理念。目前國內已有500家大專校院及高中職建教合作、擁有150家授權訓練中心，服務網絡廣佈全國。

🔊更多資訊請見ＣＳＦ網站：https://www.csf.org.tw/main/index.asp",34646,543
A32,5f1f9092673f8866bf9604af,總經投資必學，看懂美中歐三大央行政策！,"新聞上常聽到聯準會降息、歐洲央行負利率、中國人行加大逆回購…等，每當他們一進行這些動作，總會造成全球股市、外匯、公債甚至是原物料的波動，報章媒體也會擴大解讀，然而，他們的動作你真的看得懂嗎 ?

這些中央銀行到底為什麼這麼重要?
他們究竟擁有多少工具可以調控市場?
他們如何解救每一次的經濟危機?
他們又將在今年如何推出新招，延長景氣循環?

這堂課，我們想透過影響世界經濟最深遠的三大經濟體「美國」、「歐洲」、「中國」，好好的介紹他們的中央銀行體系，三堂課，一次帶你掌握最重要的三大央行!",MacroMicro 財經M平方,「MacroMicro 財經M平方」致力於整合全球總經數據、協助投資人運用經濟指標找到投資方向！創辦人 Rachel 帶領整體研究團隊，專注研究各大商品基本面與景氣循環動向，讓人人都可以重視基本面，為自己的投資負責！,9177,278
A33,5d2f3980fe9fef0021fac548,Excel VBA 金融資料抓取 | 打造股票研究系統,Excel VBA 金融資料抓取課程，教你 Excel VBA 的理論與應用。課程將從 VBA 的基礎知識開始，教你如何完成資料下載與資料整理，並帶你打造自己的股票研究系統，使用 Excel VBA 打造專屬的選股資料庫。,Raymond,Hi，我是Raymond，我是一位從傳統金融，轉到加密貨幣的投資者，在2017年買了人生第一顆以太幣，後來也開始嘗試挖礦，穩定幣放貸，Defi，交易機器人等等，在加密貨幣的世界裡確實有很多風險相對低，獲利不錯的投資機會，但同時我也發現到很多人其實想瞭解，但沒有一個正確，有系統的方式學習，所以我開了這個課程，希望用最白話的方式讓你了解，一起進入加密貨幣的世界,43175,1341
A34,58cb3438da45810700e53507,開啟資料科學的學習大門 - R入門教學,大數據時代來臨，學習R語言這門資料科學用的程式語言，強化數據科學核心技能，分析處理資料並將其視覺化，學習機器學習與進階應用，成為用數據說話的資料科學人！,Wush Wu,"Wush 是有四年經驗的資料科學家、R語言套件的開發者，長年致力於R語言的推廣。

Wush曾參與許多世界級R語言套件的開發，如digest、knitr、swirlify與FeatureHashing等等，對R語言有深入的理解( https://github.com/wush978 )。Wush也曾在台灣經營R社群與推廣R語言，是Taiwan R User Group ( https://www.meetup.com/taiwan-R/ ) 的共同創辦人與ptt R_Language版 ( https://www.ptt.cc/bbs/R_Language/index.html )的創板板主。

在推廣R上，Wush與社群一同撰寫了一套免費開放的R語言的基礎、資料工程到資料視覺化的教材： http://datascienceandr.org 。這套教材受到不少有程式基礎，以及R基礎的社群朋友的稱讚，但是對初學者卻太挑戰了。這個課程，是Wush希望能以演講、影片融合練習的形式，把R讓沒有基礎的同學，更容易上手R語言。",28189,1577
A35,5add8e08fe4f6d001ee1b60a,空間大數據分析：GIS入門,GIS 空間數據分析課程，教你實際運用空間數據分析來幫助決策。課程將教你使用 QGIS 系統操作與應用，從空間數據搜集、整理、儲存與分析，到資料視覺化，幫助你運用空間分析，做出對自己、對環境最有利的決策。,HowGIS,"我們是一個熱愛空間數據分析的團隊，講師背景結合了地理、都市計畫與資訊工程。希望在這邊分享所學，減少初學者學習上的挫折!

本團隊同時為新北教育局高中地理課程諮詢委員。曾協辦台北、新北及桃園等縣市QGIS高中教師研習，除線上課程外，我們也致力於實體課程的教學。",22960,913
A36,594a48b50e64510700b6f2ee,吉他編曲超訓練：豐富精緻的彈奏設計,吉他編曲概念課程，在刷奏、指法外，達成讓歌曲更豐富的彈奏設計。學習設計多種伴奏方式，加入不同曲風元素，讓歌曲更有個人特色。掌握吉他編曲概念，提升音樂創作的豐富度與可能性。,不拘時,時空膠囊音樂社負責人，獨立音樂創作人，製作人，編曲，功學社、這球音樂教室吉他講師。參與過許多音樂製作案、演出、個人音樂作品與書籍出版。,32204,283
A37,581c3a59cca880070070561b,不到一小時就能學會的個人網站製作,"運用免費的雲端架站服務，5分鐘讓您專屬的網站上線！
　不需要任何程式基礎，只需滿滿熱情、鍵盤與滑鼠。　隨時更新自己的網站，無需等待。",YH.Fang,Scratch-TW發起人與主譯者 / Google 認證訓練講師 (2017) (https://goo.gl/GIY0IW)、Google 認證教育家第1級、Google 認證教育家第2級 / 國立中央大學資訊管理博士 / 曾任資策會講師、國立中央大學兼任講師,4814,620
A38,6239963e31c264000694f8c5,全方位股票分析法：基本 x 籌碼 x 技術應用,積極主動地追求高效率投資，就是學習專業的股票分析師手法，掌握關鍵的分析面向：基本面找到體質優良的好公司，技術面找到蓄勢待發動能充沛的起漲股，籌碼面找到大戶吃貨主力鎖碼的口袋股，這堂課讓投資人實戰演練面面俱到。,豹投資,"豹投資，專業投資人的邏輯整合大數據分析，成為多方投資策略的專業選股系統網站。
不管在財務面、市場面、籌碼面等多重分析面向，我們將數據統整為有理的分析焦點和簡單清楚的圖表，並方便投資人以各種方式導出。",17409,177
