courseId,id,title,titleDescription,owner,ownerDescription,videoLength,students
A17,628b1d45b38e8100072ca394,找回美麗腰背線！筋肉媽媽的科學化核心肌群訓練,許多體態變形、亞健康痠痛、活動度降低導致受傷，大多與核心肌群無力有關，這堂課就是要用科學健身的概念，從深層打造到外觀雕塑，循序漸進幫你找回核心肌群的內在力量，由內而外真正達到緊實好看的線條，找回你健康舒適又自在的身體！,筋肉媽媽,"從媒體產業轉行到體適能產業，短短幾年取得ACE美國運動協會官方登陸的國際講師資格，可以教授教練證照；2018年成為健美國家代表隊選手，2019年拿到IFBB國際健美總會職業運動員身份；也是運動健康科學所得的研究生。

從手腳不協調的產後媽媽，到成為擁有專業與成績的體適能教練講師與運動員，將短短幾年就大有成效的訓練概念與國際研習心得彙整，用小白都能聽懂的方式教學，正是筋肉媽媽的強項。

目前是教練、是身心靈健身作家、是演講家，也是國際體適能證照代理Fit Strong飛創國際教育平台的講師。

面對大眾客戶與教練的教學，已經破千人。

專長：功能性訓練整合/孕產婦訓練/型體健美訓練/女性增肌減脂/特殊族群訓練/皮拉提斯；

同時是運動健康科學研究所研究生、中華台北國家隊健美選手、國際健美總會菁英職業卡選手、中華民國健美健身協會理事、大專體育總會健美委員會執行秘書，也是體育署運動企業認證合作講師。

期望能讓所有女性身心靈健康富足，從運動中找到自我覺醒的力量，肯定自我價值，一直是支持我創業與推廣健身的動力。

女人們，需要被呵護對待，需要被愛護，首先的對象，就是我們自己要學會愛自己喔！
",15251,625
A18,61a5d89b3b954c0007022c77,後疫情時代鏡頭表達力，洪婉蒨的鏡頭教練課,市面上唯一聚焦「面對鏡頭表達」的課程。教你如何在線上商務會議、直播銷售或線上教學時，運用上鏡的非語言訊息與肢體語言，讓客戶信任你、消費者買單、學生專注。,鏡頭教練洪婉蒨,曾是電視台新聞主播、新媒體影音總監，現經營自媒體【你的鏡頭教練】。是少數經歷橫跨傳統媒體、新媒體及自媒體的媒體人，故同時擔任直播顧問、中英雙語主持人和企業內訓講師，教學主題包含【鏡頭表達力】、【直播銷售】及【訪談主持力】。,12842,404
A19,6191c002a20c140006edcfcd,Home appétit！在地食材打造道地法式料理,深耕餐飲界多年的簡天才師傅，將三十多年的經歷，濃縮轉化為這一堂線上課程，除了醬汁、高湯與經典菜的詳細教學外，也希望可以將「追求在地特色食材」的料理精神，與自身料理哲學，傳達給更多朋友。,簡天才 THOMAS CHIEN,"不論是創新或傳承，廚藝技術的目的都在於滋養人類。

「我如果不在餐廳，便在尋找食材的路上」；足以說明我的人生況味了！",13059,154
A20,61888f9bb259500007e2cb20,米其林三星主廚教你做！時尚法式甜點的秘密,首次公開「Hin 任樂軒」的法式甜點，Chef Hin 全程教你做，烘焙新手也能掌握配方比例、裝飾技巧。我將一步步帶你用家裡現有器材，做出漂亮的美味法式甜點，療癒無法外出的心～,Hin 任樂軒  x 三十創意,Chef Hin是國際知名甜點設計師，曾受邀擔任世界各國西點、酒店的西點行政總廚。不僅如此，更在台灣大專院校擔任客座講師，讓法式甜點製作更為親民，持續創作屬於在地的創意甜點。曾任職香港米其林三星侯布雄、美國舊金山米其林一星餐廳 Madera、北京及舊金山瑰麗酒店、台北文華東方西點行政總廚、上海半島酒店西點副主廚、榮獲北美 Valrhona C3 巧克力比賽銀獎。,14504,265
A21,61381a3f33a3960006df1eb3,RyuuuTV看動漫看日劇，零到N4道地說日文,"Ryu 和 Yuma 帶你從五十音，一步一步帶入完整句子、進步到日文 N4。
從大家的生活會接觸的情景，如：旅遊、動漫、動畫、日劇、流行歌，
用活潑短劇的方式演出，分析對話、經典臺詞的句子結構與文法，
除了能搞懂考試必備的範圍，還能加強日文口語與聽力！",Ryuuu TV / 學日文看日本,大家好，我們是 Ryu 和 Yuma，是一個住在日本的馬來西亞男生和日本老婆夫婦檔經營的學日文看日本頻道！希望透過 Youtube 拉近日本跟大家的距離～讓大家看我們就像住在隔壁的朋友那樣看見日本！,35627,7609
A22,6136ed9fafdea00006bdd8ee,小資族圓夢計畫，第一次買房收租就上手,這門課程將教會你各種房產投資的知識，包括整層收租、隔套收租、二房東等，讓小資族的你可以了解不同包租公的進出場策略，以及如何降低風險，幫助你第一次買房收租就上手，並且創造穩定的被動收入。,RICHARK,是一個「全方位教練系統 Total Coaching System」，為創辦人「吳建賢Cosmo」所成立，以「方舟計劃」尊榮會員制運作，人脈資源整合及教練諮詢並結合教育訓練系統，透過實戰操練及創業輔導，協助學員打造被動收入邁向「財富自由」。,8340,162
A23,611ef5cbeb00c70006f87b1a,知識煉金師帶你「做份好筆記，要事全都記」,資訊爆炸時代，自學是必要能力，筆記則是必要技術，如何透過快速筆記進行資料的蒐集彙整與提問是在職場上學習必要的核心軟實力，本課透過筆記輸入的萃取進行應用輸出的轉化，讓學習掌握重點加快速度。,魏美棻 Nancy Wei,教授圖解、筆記、數位工具、職涯盤點,4721,533
A24,60e67da88f992a0006529dc6,Excel Power BI 購物籃分析及視覺化實戰,第一門以「Excel Power BI」結合「商品搭售分析」出發的資料視覺化課程，協助您找出各產品間的「關聯性規則」，從消費者購買機率的角度出發，將產品作不同的組合搭配，打造「產品組合推薦清單」，有效提高顧客成交率！,陳俊凱 Luke Chen,我是Luke，在Hahow開設《不寫程式的數據分析： Excel 商業分析實戰》與《Excel Power BI 購物籃分析及視覺化實戰》，擅長以常遇到的實際問題作為課程案例，以簡潔明瞭的教學風格，帶領你一步步成為Excel與Google sheets 行家。,22626,72
A25,60ddad1db45f210006cd32d7,原型師模型課程：九天衡-邪羊莉莉,"以原創故事題材《九天衡》系列的角色、惡魔邪羊擄獲的少女莉莉為範例。
帶你親手製作出人物模型。
除了講解女性臉部、身體比例、動態、肌肉的雕塑方法之外，還會分享怪獸頭骨、武器與翅膀的製作。
",pkking636178,"目前任職於大葉大學-多媒體學系、除了平時上課教學示範、產學案、跟學生嘴砲，還有擠時間做自己的創作跟做不完的委託。
最喜歡的是把自己創作的故事人物、用雙手一步步的實體化、會讓我感到很開心。",69787,268
A26,60d801869643fa393b2e209c,減法攝影，感官加乘：逐格收藏觀景窗裡的世界,「這個世界太大，所以我用觀景窗擷取我喜歡的片段，珍藏。」由攝影師張道慈（破渡）教授的攝影課程，並非傳授一門叫做「減法攝影」的技巧，而是要分享一種概念——教你「怎麼看」，並且拆解眼前的世界。,張道慈,"hi, 我是道慈，我是一位職業攝影師，出過兩本書，目前與一群朋友經營 youtube 頻道「我都ok啊」",28713,1915
A27,606441d726c9ad200cbe2e56,零失敗！海頓媽媽的常溫甜點禮盒,"擁有 20 多年烘焙經驗的海頓媽媽烘焙祕技大公開！
課程中將傳授大家用簡單的方式操作各式餅乾的烘焙製作，全新獨家配方，以及很多你沒看過的烘焙技法。並會分享如何進行餅乾包裝組合的變化，完成一系列各式吸睛療癒的甜點禮盒。
",haydenmom,料理烘焙實驗家-海頓媽 。唸電機系的海頓媽媽熱愛分享料理及烘焙,22069,706
A28,60613eb176bf3b2443c0ac5f,遙控 X 攝影：休伯特的戶外空拍運鏡指南,將與你分享空拍機選購、飛行區域辨識、空拍機 APP、空拍作品賞析，及各種環境空拍的注意事項。還會教你平常可執行的基礎練習，來提昇空拍技巧。,休伯特,,16389,117
A29,6000fd0607af5c1d4a55d231,黃子瑜鼓教室 | 爵士鼓職人 12 週養成計劃,想要成為職業樂手卻不知道從何開始努力起？「爵士鼓職人 12 週養成計劃」就是你最好的選擇！由擔任劉德華世界巡迴演唱會鼓手的業界知名樂手黃子瑜老師親自設計，從他自身的演奏經驗為各位精心編排 12 堂終生受用的課程，搭配專為此課程編寫的練習範例，12 週為你扎實打造音樂職人必備的基本功！,黃子瑜 (Fish),活躍於兩岸三地音樂圈，不時參與各大音樂節、演唱會、專輯錄音活動；近年更以爵士樂手身份參與各地爵士演出。至今已參與/發行過五張爵士專輯，也錄製過無數藝人的專輯作品，不僅為華人巨星劉德華指定世界巡回演唱會鼓手，更曾以 Band Leader 的身分與伍思凱於亞洲進行了近20場演唱會，2020年更受邀擔任台灣金音獎評審一職。近年子瑜重心放在台灣香港兩地，除了爵士與流行的演出與製作之外，更致力於推廣爵士鼓教育，經營「黃子瑜鼓教室」YouTube 頻道。現為Canopus Drums、Meinl Cymbals、Schlagwerk 代言人，樂團「R.O.O.T」鼓手，目前任教於台南藝術大學。,5588,215
A30,5fe78a2be810e1a5ff89b17f,軟體需求溝通─從外商公司學跨部門協作開發,講師為美商 Tech Lead，曾開課在近千名學員中獲得五星好評，這次要教你精準溝通需求，並輕鬆轉成軟體規格，在公司或是創業，都能派上用場。,Jayden Lin,Jayden Lin，任職 Yahoo，擔任 Tech Lead，帶領團隊做跨國專案開發。同時也是 《程式猿吃香蕉》團隊創辦人，喜歡將實用的軟體知識以簡單生動的方式講給大家聽。,46905,725
A31,5fe5f2025a899784aa96f52b,基礎戳繡 Punch needle．食繡植繡｜戳出療癒手感創作,"​​戳繡 PUNCH NEEDDLE ：以植物系列、餐桌系列主題展開一趟由淺入深的學習之旅
針法有層次但不艱深，就像插飲料吸管那般療癒！透過這堂課，在家即可體驗戳繡創作，用戳針療癒靈魂。",寫生刺繡  Hsieh Sheng Embroidery,,9344,147
A32,5fb68b7e2712ed3cc7a03448,人氣喫茶店 KADOYA 主廚帶你做日式洋菓子,"本課程為初階帶領各位進入日式甜點的課程，老師直接教您實戰，跟您分享如何在短時間內製作出美味的人氣甜點！
課程中教您的口味還可自行調配，無論是販售或者招待貴賓，不用再去買不愛的甜點。
餐廳的飯後點心，也可自行製作，不用再靠批發，減少報廢，增加利潤。",HomeHome Wu,"KADOYA 喫茶店主廚吳宗鴻師傅。

曾赴日本學習甜點、打工實習，回台後在台南創設高人氣、充滿日式懷舊風的 KADOYA 喫茶店，店裡從擺設、裝潢到甜點都有濃濃日式氣息。",5994,76
A33,5fb6886a56addceac864bdcd,掌握鉤針編織邏輯：五種針法自造生活小物,"「從初學就打好基礎」

針對鉤針新手設計的鉤織課程，只要瞭解五個基礎針法，就可以享受鉤針編織無窮的變化～
在我們設計的練習作品中，藉由反覆的編織動作，讓身體幫你加速學習。學會看懂市售編織書裡的織圖，並且獨立完成各種療癒的作品，讓編織成為你生活的陪伴。

「想設計出心目中的作品」
拆解與重組的心法傳授！
這堂課我們會拆解鉤織的基礎原理，從簡單的點、線、面出發，
讓看似複雜的編織化整為零，變成可以任意組合的各種元素。
藉著控制編織變數的加與減，來探討不同編織作品之間的設計關係。
掌握原理，編織就可以隨心所欲，嘗試設計出屬於自己的作品吧！
",Mu/s Craft毛線球牧場,毛線球牧場主人，2012 年自創品牌，著重以新手視角為出發點的編織課程設計，於台灣、香港、日本等地開設了無數場次的實體編織工作坊，教學經驗豐富。作品以自然素材為起點，透過極簡、樸實的概念，建立起獨特的品牌氣味，也期望在體驗材質的過程中，為學員尋找更多設計的玩性與可能。,24611,1264
A34,5faa5f842f4eaa9b95e02b7c,拍一次就搞定！FB IG YT 通用的行銷影片,"你知道影片版面如果比例不合造成留白，轉換率會降低超過1成嗎？你又知道橫式影片、直式影片、甚至是正方形影片都有不同的使用時機嗎？
影片是社群行銷中不能漏掉的剛需素材！但各種社群影音平台如 FB、IG、YouTube 甚至現在漲粉最快的TikTok，各有不同的影音特性、規格、與受眾喜好。到底影片該直的拍還是橫的拍？片長該多長才有效？不同的平台有不同需求！這門課講告訴你如何拍一次就搞定各類影片素材！事半功倍，最合乎製作效益！",一學,"一學 拼了視覺創意 創意總監
主要擅長製作各類型行銷影片，包含企業形象／產品介紹／活動紀錄／人物訪談，能夠為客戶的影片訂製出最有成效的企劃腳本，精準掌握客戶需求；合作客戶包含觀光局、工研院、中天眼鏡、Lamigo、國會政黨聯盟、林口新創園區、成功嶺等。
同時也擁有 14 年的教學經歷，是各大企業影音行銷指定培訓講師，課程內容主要包含「拍攝」、「剪輯」的實戰課程；授課單位包含 BenQ、城邦集團、Panasonic、早安健康、世新大學、致理科技大學等。",9065,153
A35,5fa00d88a7ab9018ab556ecf,跨國紙筆之旅：B6 速寫男帶你畫遍全世界,"透過網路，我們看到更廣的世界，突破國際的限制，網路上各國街景的素材垂手可得，如果剛好我們又喜歡畫畫, 是不是也能拿起筆來參考將這些畫面來練習，或甚至創作出有自我風格的街景速寫呢? 

這個課程, 我將從各國美景出發，帶著大家進入速寫的環遊之旅，並且以漸進的方式,，不受地理的限制、帶大家一步一步畫出好看的街景速寫。拿起畫筆來場虛擬旅繪，趁著現在學習速寫，練練功。待疫情結束後，我們就可以在旅途中好好賣弄一番了！",B6速寫男," Mars B6 速寫男
喜歡美術與設計，十多年來從事 UI/UX 設計的工作。最近幾年重拾畫筆，透過速寫的方式來記錄所見所聞。",35960,1654
A36,5f7c708195e78a08702c50f4,火頭工做麵包：與酵母共舞，設計專屬配方,掌握製作麵包的關鍵「酵母」！阿段烘焙的火頭工吳師傅，帶你認識酵母與麵團的特性，揭開麵包「氣孔組織」與「表皮口感」的神秘面紗。更親自示範十款具代表性的歐式麵包，指出製作時容易失敗的操作重點，系統化理解酵母製作的科學原理，不再死守固定配方，設計出具有個人特色的麵包。,火頭工 Ｘ 聯經出版,擔任「阿段烘焙」麵包師，至今約 15年。建立部落格「烤箱邊的故事」，分享麵包製作技術和理論。為了能與全世界的工藝麵包師（Artisan Baker）接軌，加入世界各地工藝麵包師傅的群組和社團，從事技術、理論與文化的交流。,30387,1059
A37,5f0e2a2071bf470b216f6d25,五星級法式經典甜點在家做,由五星級飯店甜點師彭建文教學，帶學員在家做出九種飯店等級的精緻經典法式甜點！全程老師實際操作、仔細拆解步驟，在 Hahow 好學校上無限期重複觀看！,窩廚房Joy'in Kitchen,桂冠窩廚房以「簡單做、開心吃」的原則，帶領熱愛美食生活的朋友，深入體驗各國的飲食文化和隱藏在每道菜背後的風土人文與故事！不論你是廚藝高手或是廚房新手，歡迎加入我們，一起用幸福調味每張餐桌。,10823,112
A38,5ef05715775deaab32e684ba,6五3的書法設計課：跳脫字帖的書寫自由式,這堂與眾不同的書法課，將打破大眾對書法課的想像，透過簡單的線條，帶你跨越書法的第一道門檻。,653studio,我是Ｗini，2016年成立了6五3書法設計工作室，開始了一場書法社會實驗與實踐！,7679,1763
A39,5ee0087e1824f260e1a311d6,寫一手西洋書法美字：銅版體習字課,使用金屬筆尖的沾水筆，沾墨書寫出古典優雅的英文美字。 習字不僅僅只有跟抄，培養美學概念，避免無效的練習，矯正錯誤觀念，寫出一手行雲流水的美字。,做作的Daphne,專職Calligrapher，於2015年開始教授英文書法至今，致力於推廣英文花體鋼筆字，分享美的習字法，同時也是擁有十四萬粉絲團的重度文具愛好者。 ,21244,385
A40,5ecc803260b0169dc78811f8,打電動也能賺錢：如何成為遊戲實況主？,從最基礎的遊戲實況概念出發，一路幫助你創立頻道、實戰開始直播、並且穩定的經營個人頻道直至開始營利賺錢，讓你成為一名遊戲實況主！,RESOUND,"大家好！我們是《成為遊戲實況主》教學團隊。 歡迎有預購課程的同學，點選上方的Facebook Icon，先加入FB社團，互相交流認識。
( https://bit.ly/2C7WBMI )",5795,71
A41,5ec64856819bdcc2ca8f69fb,台式冷便當｜不用蒸也能輕鬆帶的便當,"如果你的辦公室不方便加熱便當、想幫小孩做健康便當卻怕花時間、吃膩外食想要自己製作美味營養的便當？那麼這次的冷便當課程會讓你愛不釋手！永老師用 10 多年的教學經驗，打造快速入門的 12 堂台式冷便當課程，從冷便當入門到最適合台灣天氣的台式冷便當製作！讓你輕鬆學習便當的實用製作法，輕鬆變化出每日驚喜。
",永老師烹飪教室,"【永老師烹飪教室】成立至今十年多學員人數超過 25000 人，擁有完善的師資及多元的烹飪教學經驗，如證照課程、烹飪（中式、西式、日式）、烘培。不斷更新師資和推出不同的教學內容，讓學員體驗手做料理的精緻與感動。
",10237,235
A42,5eb51dd784acddba03e920c1,大小數據如何協助影視創作,影視產業數據分析課程，教你如何區別大小數據，學習如何透過數據在劇本開發階段了解觀眾喜好，協助劇本創作；並學習如何在製作階段透過數據修改影片，以及制訂行銷素材,壹間學校,壹間學校由影視工作者 Yvonne 創辦，Yvonne 參與超過 50 部電影行銷，並曾於樂視影業擔任市場管理部總經理，協助其建立數據管理內容體系，完成一年發行 10 部影片步步破億的成績。期待透過壹間學校，將多年來系統化和數據化的創意管理經驗與所有內容工作者分享。,5943,139
A43,5eb3c6588ed15167d989c9ae,每天十分鐘跳出自信與魅力：超好學街舞課！,"-全臺首創建式循環教學系統，不必出門也能學會跳舞
-由全臺最大街舞工作室與全臺唯一街舞資訊平台聯合設計，精選國際級舞者開發，專門針對街舞初學者開發
-流行、影像、魅力、健身四大領域課程，掌握自己的肢體吸引力
-每堂只需十分鐘，並搭配諸多輔助工具，讓所有人都能夠輕鬆學習",hrcxhug,我們是全臺最大街舞教室「HRC」與全臺唯一街舞平臺「HUG」聯合工作團隊。多年來致力於街舞、嘻哈、表演藝術文化的教育與推廣,23009,345
A44,5eb0ce6f94c64edd52ba572b,一生必學的圍棋課—入門變達人,讓深度學習變得更好玩，循序漸進的課程內容及遊戲闖關，最適合圍棋初學者想晉級的圍棋課，現在就進入魔法圍棋的世界吧！,潘寧,橫跨圍棋教學與音樂領域的斜槓青年。,12162,685
A45,5ead387faddbfb40060c872b,小錢投資大公司，受用一生美股投資觀念,由淺入深從美股的基本認識到學會看財報、技術分析。站在大師的肩膀上學選股，並且推薦所有專業投資人都會使用的網站以及工具。學會打造自己的投資組合並回測歷史數據。從 0 到 1 輕鬆成為美股大師！,美股執行長 Sho,美股狙擊手版主、Engoo 線上英文執行長。2018 Taiwan Tatler 50 傑出青年。,19261,351
A46,5e86e5849e9db00024093ee1,IG 風格策展人：創造你的光影烏托邦,我相信，每個人都有自己的風格。你所堅持的地方，都會變成你的風格。讓我們一起成為的 IG 風格策展人，找到屬於自己的光影烏托邦！,4Samantha 莎曼莎,"生於義大利，獨立攝影師、IG 視覺內容講師。
八年攝影資歷，擅長以光影作畫，曾為百事可樂、國泰人壽、長榮航空等品牌拍攝形象。
入選 Instagram 官方精選用戶，曾至外交部、行政院、交通部等公部門教授「Instagram 視覺化內容行銷」課程，現為蝦皮認證講師。教學累積超過百場，學員人數破千。已出版線上課程「IG 風格策展人」與攝影文集《在場證明》，並擔任哲學講座「雲端哲人」共同製作人。

📖 攝影文集《在場證明》
💫 線上美感課程：IG 風格策展人
🍿 線上哲學講座：雲端哲人
✉️ for4samantha@gmail.com",11559,894
A47,5e6b2354e612310028033d30,七日減醣計畫「一週持續執行！」邊吃邊享瘦,健康飲食作家「花花老師的減醣計畫」，用九堂課帶你從觀念到實作：包含豐富的減醣知識、獨家 15 分鐘減醣便當、氣炸鍋料理的七日菜單、以及針對「餐餐外食」的減醣持續方法等，帶你養成七日習慣，每健康享瘦！,欣講堂 xinforum,"全台最大旅遊與生活的知識經驗傳承平台。

欣講堂於2012年春天正式啟航，追求生活美學、追求藝文思想、追求自我實現的旅行；從旅遊，建築、音樂、攝影、美食、等相關社群經營，透過專家達人分享與經驗交流，延伸出更多對美好生活的無限可能。",11394,201
